Date,Open,High,Low,Close,Adj Close,Volume,Name
2020-12-30,3420.0,3420.0,3310.0,3310.0,2917.152588,150844500,tlkm
2021-01-04,3320.0,3500.0,3310.0,3490.0,3075.789307,165339800,tlkm
2021-01-05,3480.0,3480.0,3420.0,3470.0,3058.163086,157800700,tlkm
2021-01-06,3470.0,3490.0,3330.0,3370.0,2970.03125,177877900,tlkm
2021-01-07,3390.0,3450.0,3380.0,3390.0,2987.657715,140221900,tlkm
2021-01-08,3450.0,3620.0,3440.0,3570.0,3146.294678,492643700,tlkm
2021-01-11,3590.0,3640.0,3570.0,3600.0,3172.733643,271231200,tlkm
2021-01-12,3600.0,3620.0,3500.0,3510.0,3093.415527,189779500,tlkm
2021-01-13,3550.0,3550.0,3460.0,3480.0,3066.976074,162329300,tlkm
2021-01-14,3480.0,3590.0,3470.0,3500.0,3084.602295,187448400,tlkm
2021-01-15,3510.0,3540.0,3450.0,3480.0,3066.976074,133304300,tlkm
2021-01-18,3480.0,3520.0,3430.0,3450.0,3040.536621,138913100,tlkm
2021-01-19,3470.0,3490.0,3370.0,3410.0,3005.283936,144100700,tlkm
2021-01-20,3420.0,3480.0,3380.0,3470.0,3058.163086,116098100,tlkm
2021-01-21,3500.0,3520.0,3460.0,3480.0,3066.976074,81801900,tlkm
2021-01-22,3420.0,3440.0,3360.0,3390.0,2987.657715,165024200,tlkm
2021-01-25,3370.0,3410.0,3310.0,3370.0,2970.03125,118131800,tlkm
2021-01-26,3360.0,3390.0,3260.0,3260.0,2873.08667,111414500,tlkm
2021-01-27,3340.0,3380.0,3260.0,3380.0,2978.844727,159144700,tlkm
2021-01-28,3280.0,3330.0,3230.0,3240.0,2855.460693,142648800,tlkm
2021-01-29,3290.0,3290.0,3110.0,3110.0,2740.889404,191915100,tlkm
2021-02-01,3130.0,3250.0,3040.0,3230.0,2846.647461,133929600,tlkm
2021-02-02,3300.0,3330.0,3250.0,3270.0,2881.899902,114734600,tlkm
2021-02-03,3250.0,3330.0,3220.0,3240.0,2855.460693,86433900,tlkm
2021-02-04,3270.0,3330.0,3260.0,3290.0,2899.526367,80319500,tlkm
2021-02-05,3320.0,3320.0,3270.0,3290.0,2899.526367,52630500,tlkm
2021-02-08,3300.0,3370.0,3270.0,3280.0,2890.713135,96635600,tlkm
2021-02-09,3250.0,3300.0,3180.0,3200.0,2820.207764,157479200,tlkm
2021-02-10,3180.0,3220.0,3160.0,3190.0,2811.39502,125221400,tlkm
2021-02-11,3220.0,3230.0,3170.0,3190.0,2811.39502,79940700,tlkm
2021-02-15,3200.0,3260.0,3200.0,3220.0,2837.833984,88883300,tlkm
2021-02-16,3200.0,3250.0,3190.0,3210.0,2829.020996,82026300,tlkm
2021-02-17,3220.0,3250.0,3140.0,3150.0,2776.14209,121105300,tlkm
2021-02-18,3190.0,3270.0,3180.0,3180.0,2802.581543,151200300,tlkm
2021-02-19,3180.0,3220.0,3170.0,3210.0,2829.020996,63214600,tlkm
2021-02-22,3210.0,3240.0,3170.0,3170.0,2793.768311,100425500,tlkm
2021-02-23,3200.0,3480.0,3200.0,3470.0,3058.163086,354966200,tlkm
2021-02-24,3490.0,3550.0,3460.0,3480.0,3066.976074,303017100,tlkm
2021-02-25,3510.0,3570.0,3450.0,3490.0,3075.789307,226833000,tlkm
2021-02-26,3450.0,3510.0,3410.0,3490.0,3075.789307,230007700,tlkm
2021-03-01,3490.0,3510.0,3470.0,3490.0,3075.789307,91513500,tlkm
2021-03-02,3490.0,3500.0,3440.0,3460.0,3049.349854,169061400,tlkm
2021-03-03,3480.0,3480.0,3420.0,3440.0,3031.723389,82610700,tlkm
2021-03-04,3420.0,3430.0,3350.0,3360.0,2961.218262,142322100,tlkm
2021-03-05,3340.0,3370.0,3320.0,3320.0,2925.965576,128546000,tlkm
2021-03-08,3360.0,3400.0,3330.0,3340.0,2943.592041,80094900,tlkm
2021-03-09,3370.0,3390.0,3280.0,3290.0,2899.526367,110090800,tlkm
2021-03-10,3340.0,3420.0,3310.0,3400.0,2996.470947,91631900,tlkm
2021-03-12,3440.0,3480.0,3430.0,3450.0,3040.536621,100195200,tlkm
2021-03-15,3440.0,3450.0,3380.0,3380.0,2978.844727,50077300,tlkm
2021-03-16,3400.0,3410.0,3360.0,3360.0,2961.218262,60111200,tlkm
2021-03-17,3410.0,3430.0,3370.0,3390.0,2987.657715,61701400,tlkm
2021-03-18,3450.0,3480.0,3430.0,3450.0,3040.536621,101896400,tlkm
2021-03-19,3410.0,3440.0,3380.0,3440.0,3031.723389,140000000,tlkm
2021-03-22,3440.0,3440.0,3380.0,3380.0,2978.844727,53870300,tlkm
2021-03-23,3390.0,3420.0,3350.0,3360.0,2961.218262,55323200,tlkm
2021-03-24,3320.0,3390.0,3320.0,3370.0,2970.03125,67173200,tlkm
2021-03-25,3400.0,3430.0,3380.0,3410.0,3005.283936,107607200,tlkm
2021-03-26,3410.0,3500.0,3390.0,3490.0,3075.789307,106810400,tlkm
2021-03-29,3470.0,3490.0,3400.0,3410.0,3005.283936,72214100,tlkm
2021-03-30,3420.0,3430.0,3360.0,3380.0,2978.844727,66491800,tlkm
2021-03-31,3380.0,3420.0,3330.0,3420.0,3014.097168,134671900,tlkm
2021-04-01,3390.0,3440.0,3380.0,3390.0,2987.657715,73332000,tlkm
2021-04-05,3430.0,3430.0,3370.0,3380.0,2978.844727,36029200,tlkm
2021-04-06,3400.0,3410.0,3370.0,3370.0,2970.03125,40566400,tlkm
2021-04-07,3410.0,3430.0,3380.0,3400.0,2996.470947,84754300,tlkm
2021-04-08,3380.0,3400.0,3380.0,3390.0,2987.657715,59079700,tlkm
2021-04-09,3390.0,3390.0,3360.0,3360.0,2961.218262,56861400,tlkm
2021-04-12,3340.0,3390.0,3300.0,3310.0,2917.152588,79003200,tlkm
2021-04-13,3340.0,3340.0,3300.0,3330.0,2934.778809,51300200,tlkm
2021-04-14,3360.0,3360.0,3320.0,3340.0,2943.592041,52587500,tlkm
2021-04-15,3340.0,3360.0,3320.0,3360.0,2961.218262,65669100,tlkm
2021-04-16,3370.0,3370.0,3320.0,3360.0,2961.218262,52517800,tlkm
2021-04-19,3330.0,3360.0,3330.0,3340.0,2943.592041,44899700,tlkm
2021-04-20,3330.0,3350.0,3300.0,3320.0,2925.965576,55700100,tlkm
2021-04-21,3290.0,3330.0,3280.0,3280.0,2890.713135,47167800,tlkm
2021-04-22,3290.0,3340.0,3290.0,3330.0,2934.778809,54970000,tlkm
2021-04-23,3330.0,3330.0,3290.0,3310.0,2917.152588,39798400,tlkm
2021-04-26,3280.0,3300.0,3250.0,3250.0,2864.273682,55076200,tlkm
2021-04-27,3240.0,3250.0,3140.0,3160.0,2784.955322,166985400,tlkm
2021-04-28,3160.0,3170.0,3130.0,3140.0,2767.329102,91596300,tlkm
2021-04-29,3150.0,3210.0,3140.0,3200.0,2820.207764,111785100,tlkm
2021-04-30,3220.0,3260.0,3200.0,3200.0,2820.207764,143840800,tlkm
2021-05-03,3200.0,3210.0,3130.0,3170.0,2793.768311,124724400,tlkm
2021-05-04,3180.0,3210.0,3170.0,3210.0,2829.020996,60180600,tlkm
2021-05-05,3210.0,3210.0,3180.0,3200.0,2820.207764,76480300,tlkm
2021-05-06,3200.0,3200.0,3150.0,3190.0,2811.39502,91955600,tlkm
2021-05-07,3200.0,3220.0,3180.0,3190.0,2811.39502,98099900,tlkm
2021-05-10,3190.0,3200.0,3160.0,3170.0,2793.768311,104121900,tlkm
2021-05-11,3170.0,3200.0,3150.0,3180.0,2802.581543,94281900,tlkm
2021-05-17,3190.0,3190.0,3150.0,3190.0,2811.39502,114071400,tlkm
2021-05-18,3190.0,3190.0,3150.0,3180.0,2802.581543,77310400,tlkm
2021-05-19,3150.0,3220.0,3150.0,3160.0,2784.955322,48958100,tlkm
2021-05-20,3190.0,3320.0,3180.0,3310.0,2917.152588,197430900,tlkm
2021-05-21,3340.0,3350.0,3270.0,3270.0,2881.899902,104101400,tlkm
2021-05-24,3290.0,3330.0,3220.0,3260.0,2873.08667,64347100,tlkm
2021-05-25,3290.0,3320.0,3270.0,3300.0,2908.339355,62218300,tlkm
2021-05-27,3350.0,3400.0,3330.0,3380.0,2978.844727,233551300,tlkm
2021-05-28,3380.0,3400.0,3260.0,3270.0,2881.899902,87439800,tlkm
2021-05-31,3300.0,3460.0,3300.0,3440.0,3031.723389,155768200,tlkm
2021-06-02,3490.0,3500.0,3420.0,3450.0,3040.536621,108933400,tlkm
2021-06-03,3420.0,3490.0,3420.0,3490.0,3075.789307,77627900,tlkm
2021-06-04,3490.0,3510.0,3450.0,3500.0,3084.602295,70624200,tlkm
2021-06-07,3540.0,3570.0,3500.0,3550.0,3128.667969,124440300,tlkm
2021-06-08,3550.0,3550.0,3470.0,3500.0,3084.602295,132409400,tlkm
2021-06-09,3340.0,3400.0,3310.0,3390.0,3138.305176,112204200,tlkm
2021-06-10,3350.0,3500.0,3340.0,3480.0,3221.623047,137713700,tlkm
2021-06-11,3490.0,3500.0,3420.0,3470.0,3212.365723,82336600,tlkm
2021-06-14,3460.0,3470.0,3400.0,3410.0,3156.820557,46016500,tlkm
2021-06-15,3410.0,3440.0,3380.0,3440.0,3184.593018,60528600,tlkm
2021-06-16,3380.0,3430.0,3380.0,3410.0,3156.820557,39149800,tlkm
2021-06-17,3370.0,3420.0,3350.0,3350.0,3101.275146,50286100,tlkm
2021-06-18,3350.0,3400.0,3290.0,3350.0,3101.275146,168414300,tlkm
2021-06-21,3280.0,3340.0,3260.0,3300.0,3054.987549,74248200,tlkm
2021-06-22,3300.0,3370.0,3290.0,3300.0,3054.987549,89349200,tlkm
2021-06-23,3310.0,3420.0,3310.0,3370.0,3119.790039,81901000,tlkm
2021-06-24,3330.0,3360.0,3240.0,3250.0,3008.699951,101334200,tlkm
2021-06-25,3250.0,3300.0,3240.0,3250.0,3008.699951,58330700,tlkm
2021-06-28,3250.0,3260.0,3170.0,3170.0,2934.639404,66338900,tlkm
2021-06-29,3190.0,3260.0,3150.0,3160.0,2925.381836,123411200,tlkm
2021-06-30,3150.0,3180.0,3130.0,3150.0,2916.124268,142204500,tlkm
2021-07-01,3160.0,3170.0,3090.0,3110.0,2879.094238,143665900,tlkm
2021-07-02,3110.0,3130.0,3060.0,3070.0,2842.064209,161855700,tlkm
2021-07-05,3070.0,3090.0,3010.0,3040.0,2814.291504,133815000,tlkm
2021-07-06,3050.0,3070.0,3000.0,3010.0,2786.518799,151573500,tlkm
2021-07-07,3030.0,3070.0,3010.0,3030.0,2805.033936,110215500,tlkm
2021-07-08,3060.0,3060.0,3000.0,3010.0,2786.518799,132576600,tlkm
2021-07-09,3040.0,3170.0,3030.0,3160.0,2925.381836,222916400,tlkm
2021-07-12,3190.0,3190.0,3110.0,3130.0,2897.609375,86268000,tlkm
2021-07-13,3160.0,3160.0,3050.0,3070.0,2842.064209,82856600,tlkm
2021-07-14,3050.0,3070.0,3020.0,3060.0,2832.806641,84993400,tlkm
2021-07-15,3110.0,3140.0,3080.0,3130.0,2897.609375,88092800,tlkm
2021-07-16,3140.0,3170.0,3110.0,3170.0,2934.639404,63626300,tlkm
2021-07-19,3160.0,3230.0,3150.0,3220.0,2980.927246,116219500,tlkm
2021-07-21,3190.0,3240.0,3180.0,3210.0,2971.669434,115099400,tlkm
2021-07-22,3210.0,3260.0,3210.0,3260.0,3017.957275,48865700,tlkm
2021-07-23,3250.0,3250.0,3150.0,3170.0,2934.639404,67128400,tlkm
2021-07-26,3140.0,3200.0,3140.0,3190.0,2953.154541,55525800,tlkm
2021-07-27,3210.0,3270.0,3160.0,3270.0,3027.214844,62673400,tlkm
2021-07-28,3250.0,3250.0,3150.0,3190.0,2953.154541,103282300,tlkm
2021-07-29,3210.0,3290.0,3200.0,3230.0,2990.184814,126542400,tlkm
2021-07-30,3200.0,3290.0,3200.0,3240.0,2999.442383,95143100,tlkm
2021-08-02,3240.0,3310.0,3210.0,3310.0,3064.245117,60368200,tlkm
2021-08-03,3310.0,3360.0,3290.0,3330.0,3082.76001,89712500,tlkm
2021-08-04,3330.0,3370.0,3310.0,3370.0,3119.790039,63108600,tlkm
2021-08-05,3360.0,3400.0,3320.0,3340.0,3092.017578,89742800,tlkm
2021-08-06,3360.0,3380.0,3310.0,3320.0,3073.502441,31664200,tlkm
2021-08-09,3260.0,3300.0,3220.0,3250.0,3008.699951,70299500,tlkm
2021-08-10,3240.0,3270.0,3190.0,3230.0,2990.184814,57658000,tlkm
2021-08-12,3260.0,3350.0,3240.0,3350.0,3101.275146,93133400,tlkm
2021-08-13,3370.0,3380.0,3260.0,3300.0,3054.987549,59903600,tlkm
2021-08-16,3300.0,3340.0,3290.0,3340.0,3092.017578,38661800,tlkm
2021-08-18,3360.0,3440.0,3350.0,3420.0,3166.078125,162921300,tlkm
2021-08-19,3410.0,3430.0,3360.0,3390.0,3138.305176,100851800,tlkm
2021-08-20,3390.0,3430.0,3370.0,3400.0,3147.562988,113411000,tlkm
2021-08-23,3420.0,3440.0,3400.0,3440.0,3184.593018,64122400,tlkm
2021-08-24,3410.0,3420.0,3310.0,3400.0,3147.562988,69338100,tlkm
2021-08-25,3390.0,3390.0,3330.0,3370.0,3119.790039,66618200,tlkm
2021-08-26,3330.0,3360.0,3320.0,3360.0,3110.532715,55756100,tlkm
2021-08-27,3370.0,3370.0,3310.0,3320.0,3073.502441,62419000,tlkm
2021-08-30,3330.0,3400.0,3330.0,3400.0,3147.562988,64177700,tlkm
2021-08-31,3400.0,3420.0,3360.0,3400.0,3147.562988,130019000,tlkm
2021-09-01,3420.0,3420.0,3330.0,3340.0,3092.017578,85135200,tlkm
2021-09-02,3350.0,3390.0,3350.0,3370.0,3119.790039,51633800,tlkm
2021-09-03,3400.0,3420.0,3370.0,3390.0,3138.305176,65479800,tlkm
2021-09-06,3410.0,3410.0,3380.0,3390.0,3138.305176,52640400,tlkm
2021-09-07,3410.0,3410.0,3360.0,3380.0,3129.047607,42617400,tlkm
2021-09-08,3400.0,3400.0,3310.0,3330.0,3082.76001,80636800,tlkm
2021-09-09,3360.0,3390.0,3330.0,3390.0,3138.305176,82214400,tlkm
2021-09-10,3380.0,3390.0,3320.0,3330.0,3082.76001,52115300,tlkm
2021-09-13,3310.0,3350.0,3300.0,3350.0,3101.275146,45547200,tlkm
2021-09-14,3380.0,3450.0,3350.0,3440.0,3184.593018,166002100,tlkm
2021-09-15,3430.0,3450.0,3410.0,3450.0,3193.850586,73158300,tlkm
2021-09-16,3470.0,3470.0,3400.0,3440.0,3184.593018,58318700,tlkm
2021-09-17,3400.0,3530.0,3390.0,3530.0,3267.910889,117573100,tlkm
2021-09-20,3500.0,3520.0,3460.0,3520.0,3258.65332,83985100,tlkm
2021-09-21,3500.0,3560.0,3480.0,3530.0,3267.910889,95848100,tlkm
2021-09-22,3530.0,3590.0,3520.0,3590.0,3323.456055,66835200,tlkm
2021-09-23,3600.0,3610.0,3550.0,3560.0,3295.68335,104737500,tlkm
2021-09-24,3560.0,3580.0,3540.0,3560.0,3295.68335,72224500,tlkm
2021-09-27,3530.0,3560.0,3480.0,3520.0,3258.65332,87303000,tlkm
2021-09-28,3510.0,3540.0,3490.0,3530.0,3267.910889,54671700,tlkm
2021-09-29,3490.0,3540.0,3490.0,3530.0,3267.910889,53170100,tlkm
2021-09-30,3550.0,3690.0,3540.0,3690.0,3416.031494,153853900,tlkm
2021-10-01,3680.0,3690.0,3610.0,3660.0,3388.258789,109898400,tlkm
2021-10-04,3620.0,3670.0,3600.0,3670.0,3397.516357,82205100,tlkm
2021-10-05,3670.0,3680.0,3620.0,3670.0,3397.516357,140488300,tlkm
2021-10-06,3690.0,3770.0,3650.0,3760.0,3480.833984,153535700,tlkm
2021-10-07,3720.0,3740.0,3690.0,3720.0,3443.803955,56837600,tlkm
2021-10-08,3730.0,3800.0,3720.0,3800.0,3517.864502,91361800,tlkm
2021-10-11,3800.0,3850.0,3770.0,3810.0,3527.12207,78865000,tlkm
2021-10-12,3780.0,3840.0,3770.0,3780.0,3499.349365,69866300,tlkm
2021-10-13,3750.0,3820.0,3750.0,3770.0,3490.091797,87143900,tlkm
2021-10-14,3770.0,3830.0,3770.0,3830.0,3545.636963,95817900,tlkm
2021-10-15,3840.0,3840.0,3750.0,3810.0,3527.12207,69707700,tlkm
2021-10-18,3840.0,3840.0,3790.0,3790.0,3508.606934,78580700,tlkm
2021-10-19,3750.0,3800.0,3720.0,3740.0,3462.319092,61095700,tlkm
2021-10-21,3780.0,3880.0,3760.0,3850.0,3564.1521,169659500,tlkm
2021-10-22,3860.0,3880.0,3820.0,3870.0,3582.666992,59640700,tlkm
2021-10-25,3800.0,3840.0,3780.0,3780.0,3499.349365,58246300,tlkm
2021-10-26,3800.0,3830.0,3780.0,3800.0,3517.864502,58615100,tlkm
2021-10-27,3820.0,3830.0,3770.0,3790.0,3508.606934,52210100,tlkm
2021-10-28,3820.0,3820.0,3710.0,3750.0,3471.57666,61151100,tlkm
2021-10-29,3750.0,3810.0,3730.0,3800.0,3517.864502,70430900,tlkm
2021-11-01,3810.0,3820.0,3700.0,3700.0,3425.289063,65447100,tlkm
2021-11-02,3700.0,3710.0,3640.0,3660.0,3388.258789,170260000,tlkm
2021-11-03,3620.0,3740.0,3620.0,3720.0,3443.803955,48810500,tlkm
2021-11-04,3750.0,3780.0,3720.0,3770.0,3490.091797,53494200,tlkm
2021-11-05,3760.0,3770.0,3710.0,3770.0,3490.091797,43133000,tlkm
2021-11-08,3780.0,3780.0,3710.0,3750.0,3471.57666,58758600,tlkm
2021-11-09,3730.0,3740.0,3680.0,3710.0,3434.546387,92427800,tlkm
2021-11-10,3670.0,3720.0,3670.0,3700.0,3425.289063,53511200,tlkm
2021-11-11,3700.0,3730.0,3640.0,3650.0,3379.001221,95789600,tlkm
2021-11-12,3660.0,3660.0,3600.0,3600.0,3332.713623,115142400,tlkm
2021-11-15,3600.0,3650.0,3600.0,3600.0,3332.713623,91001800,tlkm
2021-11-16,3590.0,3680.0,3590.0,3670.0,3397.516357,99590700,tlkm
2021-11-17,3690.0,3690.0,3600.0,3630.0,3360.486328,82023300,tlkm
2021-11-18,3630.0,3640.0,3600.0,3630.0,3360.486328,53290400,tlkm
2021-11-19,3660.0,3920.0,3660.0,3900.0,3610.439697,310615000,tlkm
2021-11-22,3920.0,3930.0,3780.0,3800.0,3517.864502,206683100,tlkm
2021-11-23,3800.0,3850.0,3780.0,3800.0,3517.864502,67778800,tlkm
2021-11-24,3840.0,3840.0,3790.0,3800.0,3517.864502,67303800,tlkm
2021-11-25,3880.0,4090.0,3850.0,4000.0,3703.015137,264897100,tlkm
2021-11-26,4040.0,4050.0,3970.0,4010.0,3712.272705,231870300,tlkm
2021-11-29,4010.0,4170.0,3980.0,4140.0,3832.62085,228774600,tlkm
2021-11-30,4150.0,4170.0,3990.0,3990.0,3693.757568,435800600,tlkm
2021-12-01,4040.0,4150.0,4020.0,4080.0,3777.075439,200699200,tlkm
2021-12-02,4140.0,4190.0,4100.0,4160.0,3851.135742,116093100,tlkm
2021-12-03,4130.0,4180.0,4050.0,4070.0,3767.817871,96760700,tlkm
2021-12-06,4060.0,4250.0,4050.0,4170.0,3860.393311,106756900,tlkm
2021-12-07,4180.0,4200.0,4120.0,4150.0,3841.878174,121543400,tlkm
2021-12-08,4100.0,4120.0,4010.0,4090.0,3786.333008,113845600,tlkm
2021-12-09,4090.0,4150.0,4080.0,4150.0,3841.878174,86985800,tlkm
2021-12-10,4070.0,4150.0,4070.0,4150.0,3841.878174,90725000,tlkm
2021-12-13,4150.0,4150.0,4080.0,4080.0,3777.075439,65533000,tlkm
2021-12-14,4120.0,4120.0,4070.0,4100.0,3795.590332,75736900,tlkm
2021-12-15,4060.0,4140.0,4060.0,4080.0,3777.075439,84424500,tlkm
2021-12-16,4110.0,4150.0,4060.0,4100.0,3795.590332,98164300,tlkm
2021-12-17,4010.0,4100.0,4010.0,4100.0,3795.590332,149615800,tlkm
2021-12-20,4070.0,4110.0,4040.0,4080.0,3777.075439,72794200,tlkm
